z_um,dy_pix,dx_pix
-110.0,0,0
-110.0,52,119
-100.0,0,0
-100.0,-72,-83
-90.0,0,0
-90.0,-15,-79
-80.0,0,0
-80.0,-74,-33
-70.0,48,111
-70.0,0,0
-60.0,0,0
-60.0,16,-91
-50.0,0,0
-50.0,0,0
-40.0,0,0
-40.0,0,-90
-30.0,0,0
-30.0,0,-91
-20.0,-5,0
-20.0,0,0
-10.0,0,0
-10.0,0,0
0.0,0,3
1.0,-1,0
10.0,0,0
10.0,-93,0
20.0,0,0
20.0,0,-89
30.0,78,-22
30.0,0,0
40.0,0,0
40.0,0,-88
50.0,0,0
50.0,-132,-93
60.0,0,0
60.0,49,-87
70.0,0,0
70.0,-1,-90
80.0,0,0
80.0,-93,-89
