z_um,dy_pix,dx_pix
-110.0,23,27
-110.0,0,0
-100.0,-43,24
-100.0,0,0
-90.0,-47,112
-90.0,0,0
-80.0,-92,-114
-80.0,0,0
-70.0,0,0
-70.0,135,-84
-60.0,11,84
-60.0,0,0
-50.0,0,-135
-50.0,0,0
-40.0,-23,1
-40.0,0,0
-30.0,2,-26
-30.0,-84,-2
-20.0,0,0
-20.0,-29,-99
-10.0,123,50
-10.0,0,0
0.0,-1,-133
1.0,0,0
10.0,-55,-54
10.0,0,0
20.0,133,116
20.0,0,0
30.0,-80,12
30.0,-67,17
40.0,-76,-40
40.0,0,0
50.0,-46,108
50.0,0,0
60.0,126,101
60.0,0,0
70.0,-38,-133
70.0,0,0
80.0,31,34
80.0,0,0
