z_um,dy_px,dx_px
-110.0,-0.023311140171123,-0.0023915645445908005
-110.0,48.97471138327467,48.000809839826346
-100.0,-0.020993108153328836,0.029183593253044895
-100.0,0.27667273971600626,0.01754774036563012
-90.0,0.025351562229973323,0.07361906435223313
-90.0,23.023827873640215,53.99584826263028
-80.0,0.02492311644686672,-0.1189752862628492
-80.0,33.98974167929812,92.06252599000194
-70.0,-0.002454349255489842,-0.020799906111839645
-70.0,0.03694422553076952,-0.005975172896085377
-60.0,0.06525420058882253,-0.11070776152437897
-60.0,0.05445597853389107,-0.09040114894284267
-50.0,0.16681155796324965,0.0032020594501756846
-50.0,95.02588926698552,29.111094136233767
-40.0,-0.017139484321647087,0.0002924835590464965
-40.0,0.15861049414690814,-0.10406285839260207
-30.0,-0.021055981866548983,0.0180127751589061
-30.0,-0.0036856579958638083,-0.043415578560187275
-20.0,-0.06045989538812192,0.004245710488747186
-20.0,-0.5865416524250625,-4.17039725499323
-10.0,3.510182289671245e-20,2.0347779032673648e-20
-10.0,-1.0989943115714707,-42.00352255477901
0.0,1.7854410324538446,0.13803107310695203
1.0,-0.1182259196595437,-0.02002441570092885
10.0,1.2709378653234427,10.817103916292718
10.0,0.02041024955762608,0.035907243477005926
20.0,0.03446279641274571,-0.021232326332148065
20.0,-0.024819510107464814,-0.05369473495126954
30.0,-0.01330253899038813,0.051801130034738574
30.0,-0.051279452403950446,-0.029278924966232564
40.0,-0.008826582095265165,0.042155086302035
40.0,0.04527676667287219,-0.055591586217691634
50.0,-0.021220334388873,0.02267727850091112
50.0,0.015424327278231143,-0.065422694642703
60.0,-3.2127139250813057,-2.040919240731713
60.0,0.12838531810589493,-0.038659032781989656
70.0,-0.07010780319516145,-0.018032650753812968
70.0,0.13143535111395413,-0.10252219828310616
80.0,-0.0702273318101951,0.003849632863430365
80.0,0.0797452317000366,-0.1503889331681137
