z_um,dy_px,dx_px
-110.0,0.1239458794932805,0.007789055528152471
-110.0,-93.06630805467553,-35.141771637742075
-100.0,0.03164516071540726,-0.053318128943424706
-100.0,-2.875088881854531,26.020988662587197
-90.0,0.043721205891876086,-0.02821808316130739
-90.0,5.912504878830983,-2.058028788777842
-80.0,0.08052246879824736,-0.13900266117906404
-80.0,-0.10719496416563737,0.1836117394362798
-70.0,4.036766203612379,4.166561007768768
-70.0,0.07573843077937463,-0.017234688139835187
-60.0,0.025988911035549005,0.009469494524752563
-60.0,51.01532476685165,-1.047515442267869
-50.0,0.018807549886305466,0.00650504181821008
-50.0,-2.7496832694113835,38.03877093589546
-40.0,-0.011857463771845262,-0.1345692751738093
-40.0,-7.978293319805773,42.910816769755506
-30.0,-1.1032237678514303,-5.841896638018958
-30.0,34.03232009329561,90.00475708348726
-20.0,3.117231465330007,39.20991892894451
-20.0,-3.1251327336522347e-20,3.6007020098339644e-21
-10.0,0.561978563137726,4.151728392916024
-10.0,0.014266578978692431,-0.019085415510219455
0.0,-0.042489918669673034,-0.025118435147602147
1.0,-4.9702218063201515,-41.79264451446861
10.0,1.693434140782323,14.537312940688818
10.0,12.97251162655165,68.03225776955367
20.0,0.42763985161884904,0.005884848059256099
20.0,-2.981139267623791,39.91004230715874
30.0,-22.950231302149067,-69.13776469956905
30.0,-0.013770469131560473,-0.032511236353444974
40.0,-0.04998058534513109,-0.0728915056963249
40.0,-54.938609444120516,-79.03494033235145
50.0,-0.10702523749904226,-0.021511922731687214
50.0,0.025419939931495085,-0.07479544640044712
60.0,-0.06525794884672562,0.035681065213700146
60.0,50.98158151783077,-12.997606793520081
70.0,-0.007994805762829406,0.07714581139332176
70.0,19.994517410765237,-72.95845211998112
80.0,-5.772781802025422,4.122552717737905
80.0,95.0322865166679,9.018645912423878
