z_um,dy_pix,dx_pix
-110.0,0,0
-110.0,-109,122
-100.0,0,0
-100.0,-86,-84
-90.0,0,0
-90.0,-2,-83
-80.0,0,0
-80.0,-112,-70
-70.0,-102,113
-70.0,0,0
-60.0,0,0
-60.0,-64,-87
-50.0,0,0
-50.0,0,0
-40.0,0,0
-40.0,0,-89
-30.0,0,0
-30.0,0,-94
-20.0,-90,-89
-20.0,0,0
-10.0,0,0
-10.0,0,0
0.0,0,3
1.0,-94,-95
10.0,0,0
10.0,1,-95
20.0,0,0
20.0,0,-97
30.0,78,-22
30.0,0,0
40.0,0,0
40.0,131,-89
50.0,0,0
50.0,-37,-92
60.0,0,0
60.0,-26,-86
70.0,0,0
70.0,130,-90
80.0,0,0
80.0,-1,-89
