z_um,dy_pix,dx_pix
-110.0,0,0
-110.0,36,18
-100.0,0,0
-100.0,-54,-83
-90.0,0,0
-90.0,-21,-75
-80.0,0,0
-80.0,133,-87
-70.0,71,112
-70.0,0,0
-60.0,0,0
-60.0,29,-91
-50.0,0,0
-50.0,0,0
-40.0,0,0
-40.0,0,-90
-30.0,0,0
-30.0,-65,-93
-20.0,-6,0
-20.0,0,0
-10.0,0,0
-10.0,0,0
0.0,0,3
1.0,-44,-96
10.0,0,0
10.0,-93,0
20.0,0,0
20.0,0,-97
30.0,-15,-89
30.0,0,0
40.0,0,0
40.0,-104,-89
50.0,0,0
50.0,-132,-93
60.0,0,0
60.0,63,-88
70.0,0,0
70.0,-13,-90
80.0,0,0
80.0,-113,-90
