z_um,dy_px,dx_px
-110.0,38.95976848397546,-31.955444970126013
-110.0,-4.3045965083262056e-05,-0.086553976308265
-100.0,6.046807149527976,84.04249313237382
-100.0,0.016875322165566604,-0.019922079377788778
-90.0,89.06281649932788,-24.050785895604427
-90.0,0.04061603770794559,-0.0007614338205552074
-80.0,29.01319847919418,10.02278433756134
-80.0,7.833460613693399e-20,-5.12284181685562e-21
-70.0,-0.019807203540979382,-0.059317138122251103
-70.0,-87.0120168537967,49.99608556004473
-60.0,46.01483308186474,-62.93409794477044
-60.0,32.970755613589326,-65.98742104986204
-50.0,71.03202002024891,-3.0565138952117326
-50.0,12.890332115434829,-1.98823232948664
-40.0,-80.02057147474012,-71.95335732098627
-40.0,-4.0104943554691035,-3.0434924170572826
-30.0,-4.9886946082492445,82.98759387356313
-30.0,73.04710382032812,-2.692603000425981
-20.0,-57.997735684527285,-5.026351885619132
-20.0,28.023506907621215,77.92555787866674
-10.0,-43.01990418668411,-43.010478675944306
-10.0,-2.9777622827364865,-25.92040285883349
0.0,-16.038023683784285,-11.936861306275517
1.0,9.028050636969299,-28.945926450321906
10.0,0.07392438731530557,-46.997922686014604
10.0,-28.061489186827835,-8.06953945697464
20.0,74.9906271757141,65.05037535929218
20.0,-36.978886980073575,-18.041770903556078
30.0,54.01660148282317,-17.91662199577955
30.0,16.050575214577023,69.9477216923864
40.0,3.9845513418825953,87.05113385262011
40.0,-3.9235210518500523,-6.95554461401831
50.0,-30.07048564770273,-43.95337347677929
50.0,-27.095943319528903,-87.95065823717327
60.0,8.902792063130736,58.166974610704195
60.0,-64.0573075166162,1.0013932273258535
70.0,62.95913569371498,-49.978850865469646
70.0,-3.0048737514713513,-23.943823848052364
80.0,-26.113359726417574,-48.97218303314414
80.0,-32.95844332803186,-4.119663812088249
