z_um,dy_px,dx_px
-110.0,34.04366013191066,-26.96766168688885
-110.0,18.168700720639272,82.00454053201248
-100.0,-0.26184355449096147,0.010783110041976853
-100.0,17.977487184808243,-6.956765858836289
-90.0,60.00285497744292,-53.97557711551658
-90.0,79.89339173056695,37.06158616007959
-80.0,0.02167144620141043,0.026734379425032196
-80.0,52.024475258801836,11.406777159122164
-70.0,-64.00874722782471,23.020374802184907
-70.0,-0.008795353278662505,-0.2590832791542939
-60.0,-0.07707240934342179,-0.0076232990229260465
-60.0,0.07937063507617408,0.0374955676998927
-50.0,0.11357114208984417,0.022017841845479547
-50.0,-0.032887631377853846,-0.0390740045164664
-40.0,0.02329293132090515,0.08482593537465148
-40.0,0.06038077952526233,-0.0845664430762001
-30.0,0.022009892026938236,-0.00915141192088899
-30.0,0.018605249366674494,-0.004799194936329871
-20.0,-74.03527216890964,-74.05636175755421
-20.0,-0.052404329575294686,0.022812288382315565
-10.0,-0.7052936046607421,-4.1013054291504645
-10.0,53.03160300091727,-23.139661306592657
0.0,1.6323617258819658e-20,3.3112814771289474e-21
1.0,-0.04928961326218324,-0.025506978698855296
10.0,1.8419030656932458,5.804496496283815
10.0,-0.060832116471003096,0.0242763320076881
20.0,1.1360443184647078,13.018624064709504
20.0,-2.8768914324275077,-35.83018491611335
30.0,85.07290368588797,54.025080838912196
30.0,-0.005298547268494232,-2.100904650172421
40.0,-2.946150202384486,-1.0826350804301195
40.0,23.901164559710548,-50.00544410365807
50.0,-3.0929026036744625,-5.972710539123718
50.0,-18.986288645509273,-91.97181208608121
60.0,-12.041082239348704,17.968501360898532
60.0,24.97581512212092,53.99378741205694
70.0,0.0043620342597930125,0.006994819996337586
70.0,-0.0023594595997347245,0.009820442744385396
80.0,3.0038771073716144,-2.107107113813791
80.0,51.885948120654575,-73.09590326359672
