z_um,dy_px,dx_px
-110.0,0.03735391763231858,0.03350008455069904
-110.0,64.03176160018026,-11.004331454036041
-100.0,0.015122392590070751,-0.02045985309345489
-100.0,5.025251293777118,16.087794986214607
-90.0,0.014533996339865013,0.03426945639451747
-90.0,32.96474355034354,-62.869787109674455
-80.0,0.022011662590327587,-0.046334877955764145
-80.0,65.09386841225769,-5.056139657617037
-70.0,5.999387901800601,-89.08055281828283
-70.0,0.03669194775105436,-0.027326981528792777
-60.0,-0.04841967034546073,-0.11262142805819433
-60.0,41.05088210012612,-44.94460492557177
-50.0,-0.04757595000960001,0.011605922203968028
-50.0,-1.98270664120225,5.043667651141975
-40.0,-0.04844365301124155,0.012125255065288061
-40.0,-84.14448240406509,41.99850723708127
-30.0,-0.7310887032704341,-6.1959042626291465
-30.0,-3.1030963131378484,1.0788183339427304
-20.0,-0.09784907997509054,0.010463735268255933
-20.0,3.756198795431846e-20,-1.0411311569322196e-21
-10.0,0.14680064945387594,3.64054671299969
-10.0,0.08783824006047064,-0.004360163540745098
0.0,0.011634005932863494,0.01612989705437667
1.0,-0.00627218251238267,-0.07146459632260758
10.0,1.1872592860305704,4.177788139059121
10.0,50.99815453346957,46.995206012737995
20.0,0.20933343424256215,0.06173091653233394
20.0,59.97193610410879,20.987621558808193
30.0,40.837446704116,18.03784476303735
30.0,-0.009336040203318862,-0.04699400742144201
40.0,-0.010237788727076636,0.008672281851685403
40.0,66.02040873737084,8.09824631133971
50.0,-0.16014124730503718,0.07125767733468844
50.0,0.1504723239741135,-0.046259903965653305
60.0,0.0015754387733105657,-0.10401145643322904
60.0,-88.09870946064038,-89.94618385482569
70.0,-66.98655048516714,-26.00264505384186
70.0,-62.96284677194866,-24.939097314357433
80.0,0.11696129463895437,0.009187740417751873
80.0,-67.20584139344382,11.891981775813932
