z_um,dy_pix,dx_pix
-110.0,0,0
-110.0,-30,-81
-100.0,0,0
-100.0,-72,-84
-90.0,0,0
-90.0,-10,-85
-80.0,0,0
-80.0,17,-87
-70.0,-125,-88
-70.0,0,0
-60.0,0,0
-60.0,-132,-87
-50.0,0,0
-50.0,-5,-89
-40.0,0,0
-40.0,5,-90
-30.0,0,0
-30.0,56,-91
-20.0,51,-88
-20.0,0,0
-10.0,0,0
-10.0,-96,0
0.0,0,0
1.0,-91,0
10.0,0,0
10.0,19,-96
20.0,0,0
20.0,-3,-90
30.0,-23,-23
30.0,0,0
40.0,0,0
40.0,-54,-90
50.0,0,0
50.0,-93,-93
60.0,0,0
60.0,10,-86
70.0,0,0
70.0,-133,-90
80.0,0,0
80.0,-117,-89
