z_um,dy_pix,dx_pix
-110.0,0,0
-110.0,-19,-85
-100.0,0,0
-100.0,-38,-14
-90.0,0,0
-90.0,-93,-17
-80.0,0,0
-80.0,-74,-83
-70.0,121,108
-70.0,0,0
-60.0,0,0
-60.0,1,-83
-50.0,0,0
-50.0,-8,-93
-40.0,0,0
-40.0,-59,-33
-30.0,0,0
-30.0,46,-35
-20.0,-98,-92
-20.0,0,0
-10.0,0,0
-10.0,0,-2
0.0,0,0
1.0,0,2
10.0,0,0
10.0,-3,3
20.0,0,0
20.0,-99,-93
30.0,69,128
30.0,0,0
40.0,0,0
40.0,0,-95
50.0,0,0
50.0,0,-100
60.0,0,0
60.0,-10,-89
70.0,0,0
70.0,-91,123
80.0,0,0
80.0,106,-94
