z_um,dy_px,dx_px
-110.0,0.06032816096959197,0.04429359044115515
-110.0,-0.08493775702164495,-0.09884471218849872
-100.0,-0.006756502785017422,-0.05480006900374104
-100.0,41.981558578859214,-93.9494584789172
-90.0,0.07756360732062535,0.02070661483716658
-90.0,-5.863285241672769,45.12797646152614
-80.0,-0.030187329177856135,-0.024551378961091372
-80.0,-73.03924439233327,-47.00955026554347
-70.0,-0.052187753315507596,0.0494108215552531
-70.0,-0.021338498385219215,-0.05181647193903458
-60.0,0.11039228946148351,-0.039444212483202644
-60.0,14.898984463010258,-43.04682736077261
-50.0,0.0975841964787749,-0.06747473012399101
-50.0,-15.973374908226468,20.959411996965095
-40.0,-0.07277770835886915,-0.05198911029297217
-40.0,-0.0809386870916978,0.027046171614177588
-30.0,0.04213300974547464,0.05035170773260238
-30.0,-85.97301904546482,-56.78434499860767
-20.0,-6.050800249397698,31.030581494709498
-20.0,-0.7001800094852177,-3.93072334323645
-10.0,-3.0707880667688738e-21,-1.532532206316361e-20
-10.0,-2.193459795072265,-33.92549376073267
0.0,2.7304091900522838e-05,0.0736164659232713
1.0,-4.912008451333989,-44.15260111951091
10.0,0.060439357993597606,0.021183516486217406
10.0,0.041946414604450054,-0.04388262931827662
20.0,0.022843756448222164,0.02497195074582866
20.0,-0.024305163817793126,-0.024021367039766713
30.0,-13.985107010566544,18.070130285329103
30.0,-0.08850610881928736,-0.0031571740768779944
40.0,0.013193597897496414,-0.0016998607868422275
40.0,1.9178189816150584,3.0957810482436168
50.0,0.03134459413034116,-0.13846417721150828
50.0,0.0600536807107482,-0.0020454055216052682
60.0,0.0010460545157450595,0.07794958216758138
60.0,-0.2683597962160742,-0.117572676230468
70.0,-0.010901128401650039,0.07084104116688003
70.0,0.035735196397539366,-0.11187332681344282
80.0,-0.059406672808437005,-0.0019310403965952865
80.0,-0.12080898468425812,0.006145203351743312
