z_um,dy_px,dx_px
-110.0,-0.023513977172760825,0.04144223425051815
-110.0,0.062194342549891965,0.0056474110568231735
-100.0,-0.014975510288322946,0.033740963242131404
-100.0,-0.008502884509388043,0.27289505897625543
-90.0,0.0219647833557529,-0.019040417753686638
-90.0,-0.02054153197339464,0.007061842074921138
-80.0,0.01626415420866517,-0.0005886504635387351
-80.0,-0.04043079751122367,0.055497930653235765
-70.0,-70.04491944237968,-21.944147101521867
-70.0,-0.06664961871782184,0.02618019577395608
-60.0,0.0011999303452310314,0.0030191961458603776
-60.0,0.0117695292614712,0.05097514166358041
-50.0,-0.005331551395276578,0.002454500242172703
-50.0,-0.011603107572136204,-0.008218694262836597
-40.0,0.009071339203771402,0.030645129235347835
-40.0,0.007229286341954051,0.009355251258131123
-30.0,-0.004626089656599213,0.008719623206210843
-30.0,-0.018246011198663176,-0.010949789800170431
-20.0,-0.03924393011503465,-0.028084176644628093
-20.0,0.029106692318195956,0.008546504501789625
-10.0,-0.05100670269425964,-0.026756650760539725
-10.0,-0.002504409164363403,0.07971415546188194
0.0,-0.088753099192778,-0.02996889697083435
1.0,-0.032017046148221776,-43.31337904103347
10.0,1.0601635077606675,-5.938769686673217
10.0,0.005242101494502994,-0.07829856620909832
20.0,-2.8699709394336784e-21,2.4759032265236038e-20
20.0,-0.029523172076362975,-0.008972037735806527
30.0,12.090500903788406,-1.9990997942179642
30.0,-0.018625596392651336,-0.08090175043887032
40.0,-0.10202573453262384,0.07103999386957825
40.0,-0.0080154686254584,0.01647332972237865
50.0,0.03800893472604428,0.051818801738112014
50.0,0.056387180192165536,-0.001993117979869097
60.0,-0.0423477038483748,0.0036811696650050807
60.0,-0.03992151705971302,-0.0017562088082311632
70.0,-0.045484403718332345,0.035322551048763785
70.0,0.02237395079680641,-0.03718472971263795
80.0,-0.1231310106925205,0.012084059134921067
80.0,-0.002320036957457767,-0.0818943319305312
