z_um,dy_px,dx_px
-110.0,0.15322767410608873,0.0988148600211132
-110.0,50.0048534459807,1.9722707512009947
-100.0,-78.93744137406655,-70.91462012440216
-100.0,16.015430665065853,46.963482190081265
-90.0,0.07289698617992621,0.05983301207370101
-90.0,-8.784109652256268,3.993938409971533
-80.0,-0.05059333855023437,-0.06107657430073037
-80.0,1.9850612768209726,-24.97910828188512
-70.0,49.02297613308844,14.98516749695371
-70.0,-15.130517579667405,-82.99333966540999
-60.0,61.98834766828431,-32.92857845251288
-60.0,0.08782911885146921,-0.05824006244449483
-50.0,7.973181715613749,-1.0088034344168417
-50.0,0.07538183168838565,-0.040053923980756315
-40.0,-5.993601385678656,-19.995172577281316
-40.0,-6.963251340763756,66.89810732695372
-30.0,-0.029060863694132525,0.0705919944307779
-30.0,85.98553702466315,59.04172054406273
-20.0,3.9697741631965293,62.07495077062654
-20.0,83.89729277995563,-0.01239598858711097
-10.0,-0.056385719365151965,0.032400824172728965
-10.0,33.01617813141224,-12.981380446287183
0.0,-0.912570020620828,-12.294636614397886
1.0,0.04817020135798649,-0.2391495625044896
10.0,0.8206647901297586,-5.942492308335101
10.0,-5.9894258016789745,8.213894440315228
20.0,4.402853021961033e-21,-2.1203976129690785e-20
20.0,0.02101042626053203,0.03230807483919268
30.0,0.04023339347784275,0.07265160590978581
30.0,-0.026920497255481818,3.1604168086940665
40.0,-3.3823965593862924,-3.3327858507344326
40.0,37.06197666434216,-73.01010964111622
50.0,-3.7956129423701115,1.1245343855406689
50.0,0.10828151741471531,-0.06692010502919706
60.0,-22.998117285456996,-90.93785893014004
60.0,18.033284520206173,75.97197572849491
70.0,81.97667431864313,19.97444406659672
70.0,0.03083827102932506,-0.04741976141209338
80.0,-75.9835782175645,94.05410552068976
80.0,51.08050611811914,-58.09141165951458
