z_um,dy_px,dx_px
-110.0,0.008293393586593098,0.09116165149526947
-110.0,2.0155330654249837,-93.04145055868896
-100.0,-12.011152362774714,-2.8937303449715817
-100.0,49.07320411143474,24.035515978374985
-90.0,0.026622793665095842,0.05938151794788847
-90.0,-45.03937716179957,46.979963729077326
-80.0,0.10784538488333759,0.00817745445548607
-80.0,-28.99847310591703,-0.9742634100238826
-70.0,-6.009009333201843,57.994775907075635
-70.0,0.08953756708250832,-0.07248899760270532
-60.0,-59.040235869331575,-18.127583060372682
-60.0,10.91975176849906,94.94843284354934
-50.0,19.118330337727244,-31.031446220630944
-50.0,-0.04493641308776192,-0.038110859638821784
-40.0,-0.004225025834729041,0.020302781596116665
-40.0,0.0758925416237082,0.01588694458666335
-30.0,-62.98960092139371,-12.994554919902733
-30.0,-0.011543003305455423,-0.011504678112260894
-20.0,-63.955512737391416,62.98869138438757
-20.0,-0.06378103577791512,0.04017870811376895
-10.0,-0.15265186880212187,-0.00842171077006782
-10.0,-1.1393715105696691,-41.05095918032885
0.0,-0.18137380321011431,-3.3865209776775145
1.0,-1.6892948224702644,-29.94626043035939
10.0,0.6791993773757401,-5.21545049914427
10.0,2.911172712752814,-1.997728240034195
20.0,2.3536697391746773e-20,1.0208745089291736e-20
20.0,-0.01806214347738117,0.11159927034522923
30.0,-0.05340633992483413,-0.028324958608459416
30.0,-0.2852780201879858,3.642595895725762
40.0,-3.2590314979891675,5.926242978952907
40.0,-12.989307952161644,-66.19685768554237
50.0,-3.7731110621872785,4.052042381274413
50.0,-0.9873907139850241,64.24350537601654
60.0,63.03161125972158,22.891524620907575
60.0,-0.058295038874130276,0.08274613946653786
70.0,-6.037260371644768,-5.072717842070033
70.0,-46.99518999438013,-71.94955711434108
80.0,91.05764587858707,92.0028281908837
80.0,0.001433271943670609,0.035115118055629134
