z_um,dy_px,dx_px
-110.0,-0.02953255583916871,-0.06743658070327271
-110.0,-0.1421587767065172,-0.09986661474438982
-100.0,-0.03675315453077252,0.028514886949200128
-100.0,7.007157988149048,55.94226001924924
-90.0,-0.05822338296452743,0.002303040176778815
-90.0,49.05815520481238,35.881053868146275
-80.0,-0.02532799904735929,-0.004289509016941868
-80.0,41.01149843797594,-32.041691983615
-70.0,-0.06675837986056235,0.029622933496839768
-70.0,0.03545260771231309,-0.11429527143057093
-60.0,-0.0388011771485521,-0.20407391733247707
-60.0,-0.10799587244045065,-0.1348218929120159
-50.0,0.056643038962926724,-0.005860683955370344
-50.0,-5.068194368275558,85.99582243493516
-40.0,-0.028129876775870463,-0.00459859668153894
-40.0,-6.025537608665478,48.086894281931556
-30.0,0.07752667786847611,-0.005346065919396512
-30.0,-0.002910341661723703,-0.10025319700598183
-20.0,-1.0320452393854385,-41.05400748192824
-20.0,-0.7320721610438048,-4.141375871033066
-10.0,6.194098517852149e-21,-2.0404239663060377e-20
-10.0,-37.18658152933361,-42.17202228494727
0.0,0.07362572761550507,0.0023895726231105605
1.0,-3.7500360228738874,-43.87374688921199
10.0,1.7240160499835824,10.88022434067158
10.0,0.020361374777278663,-0.00685460546377225
20.0,0.0953727306827535,0.004548772293107892
20.0,0.12122707231639962,0.02575943399592425
30.0,-92.82607615004781,7.007667567802004
30.0,-0.023701918116586743,0.03853218567937011
40.0,-0.042462300816929095,-0.0863463268445171
40.0,-0.28867376386999155,-0.12433903976768819
50.0,-0.002379785818912327,-0.02887706393856753
50.0,-0.10894762832037398,-0.03852965820398853
60.0,0.005717023547642891,0.01464720558062872
60.0,-0.11960012745650897,-0.028055010446473277
70.0,0.028359640994772353,0.0017458269751912012
70.0,-0.019914853491489897,-0.03386740602890884
80.0,-0.028974307435950034,-0.08237118634964986
80.0,-0.06360883749288244,-0.058178535258699
