z_um,dy_pix,dx_pix
-110.0,0,0
-110.0,-122,-77
-100.0,0,0
-100.0,9,-18
-90.0,0,0
-90.0,-61,-68
-80.0,0,0
-80.0,134,104
-70.0,26,22
-70.0,0,0
-60.0,0,0
-60.0,0,-81
-50.0,0,0
-50.0,-89,-85
-40.0,0,0
-40.0,38,-37
-30.0,0,0
-30.0,45,-36
-20.0,-98,-93
-20.0,0,0
-10.0,0,0
-10.0,0,-2
0.0,0,0
1.0,0,2
10.0,0,0
10.0,-3,3
20.0,0,0
20.0,0,-92
30.0,23,-5
30.0,0,0
40.0,0,0
40.0,0,-95
50.0,0,0
50.0,0,-91
60.0,0,0
60.0,0,115
70.0,0,0
70.0,0,-94
80.0,0,0
80.0,-41,-103
