z_um,dy_px,dx_px
-110.0,0.029414077701320443,0.17949796698146342
-110.0,-16.10680914293033,-85.8768922624884
-100.0,-0.006412783978999253,-0.04715928484834981
-100.0,-4.980536366795772,36.03184672803118
-90.0,0.05955485172351222,0.05479120223509812
-90.0,77.94400568385532,46.98356088776855
-80.0,-0.017660152448270572,0.011696565797499588
-80.0,24.02175881850692,-94.04043281571458
-70.0,-88.95614219312469,-0.06574457414268138
-70.0,0.0352529230695419,0.01383617913765236
-60.0,0.07680330575609925,0.2359201933614476
-60.0,0.06805947376654814,-0.0789281275474903
-50.0,0.06375517518079969,0.17324573286874556
-50.0,-0.021505967890191234,-0.03145776488337895
-40.0,0.023098163598275292,-0.05012226062973065
-40.0,1.9428123842545097,-31.97183194642884
-30.0,0.00570498446006939,-0.022733923190235435
-30.0,-0.10069317904565314,-0.09266477359012429
-20.0,-0.04105883190110186,-0.028685816725866054
-20.0,0.0383812249362409,0.04105173791527784
-10.0,-0.06062861081311857,-0.014450598938856498
-10.0,-7.007885767338565,-1.9608617322546844
0.0,-0.8791593300463233,-12.890493610019213
1.0,0.04847823396495984,0.07540088204891761
10.0,0.7043649082642023,-5.33941154617925
10.0,-0.033393840112246546,0.02018582832598225
20.0,1.5919713697848526e-20,4.477525020794165e-21
20.0,-0.07660364233350501,-0.011081976955183917
30.0,0.00318036429556538,0.05748380506668181
30.0,-0.06383179834146763,3.2169260915112243
40.0,-3.7839652854196135,4.902210868958751
40.0,-3.9824409964315044,-4.076470565528423
50.0,-3.0728991768300014,-5.742061103519059
50.0,0.03605545219694694,0.030084139997646236
60.0,14.13442272975043,-44.00852087401074
60.0,0.0012750669211974255,-0.07784335811376993
70.0,3.977608881313739,10.99615382628855
70.0,-0.04912656043535514,-0.07536684676762447
80.0,-5.839438784050218,-31.982327167371366
80.0,0.016871657367823104,0.06832089299406664
