z_um,dy_pix,dx_pix
-110.0,0,0
-110.0,-108,120
-100.0,0,0
-100.0,14,-83
-90.0,0,0
-90.0,73,-86
-80.0,0,0
-80.0,-77,-12
-70.0,113,113
-70.0,0,0
-60.0,0,0
-60.0,-114,-89
-50.0,0,0
-50.0,0,0
-40.0,0,0
-40.0,0,-89
-30.0,0,0
-30.0,0,-95
-20.0,0,-82
-20.0,0,0
-10.0,0,0
-10.0,-7,0
0.0,0,3
1.0,0,0
10.0,0,0
10.0,-93,0
20.0,0,0
20.0,0,-89
30.0,0,-61
30.0,0,0
40.0,0,0
40.0,0,0
50.0,0,0
50.0,-131,-93
60.0,0,0
60.0,60,-92
70.0,0,0
70.0,48,-92
80.0,0,0
80.0,-69,-89
